,id,timestamp,age_range,industry,job,job_context,annual_salary,add_compensation,currency,other_currency,income_context,country,state,all_experience,field_experience,education-level,gender,race
127,128,2021-04-27 11:22:53,45-54,"Accounting, Banking & Finance",VP of Events,NaN,116513,8500.0,USD,NaN,NaN,United States,NaN,21 - 30 years,21 - 30 years,College degree,Woman,White
128,129,2021-04-27 11:22:53,35-44,Education (Higher Education),E-learning coordinator,NaN,56000,0.0,EUR,NaN,NaN,Germany,NaN,5-7 years,5-7 years,NaN,Woman,White
129,130,2021-04-27 11:22:59,35-44,"Accounting, Banking & Finance",Controller,NaN,120000,0.0,CAD,NaN,NaN,Canada,NaN,21 - 30 years,21 - 30 years,College degree,Woman,White
130,131,2021-04-27 11:23:17,25-34,Education (Higher Education),Assistant Director of Admissions,NaN,40000,0.0,USD,NaN,NaN,United States,Virginia,5-7 years,1 year or less,College degree,Woman,White
131,132,2021-04-27 11:23:18,25-34,Healthcare IT,Consultant,NaN,135000,0.0,USD,NaN,NaN,United States,Washington,11 - 20 years,11 - 20 years,College degree,Woman,White
132,133,2021-04-27 11:23:35,35-44,Health care,Hospital Manager,Veterinary Hospital,46000,500.0,USD,NaN,NaN,United States,Oklahoma,11 - 20 years,11 - 20 years,Some college,Woman,White
133,134,2021-04-27 11:23:50,45-54,Government and Public Administration,Director of Human Resources,NaN,107000,0.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,8 - 10 years,Master's degree,Woman,White
134,135,2021-04-27 11:23:55,25-34,Nonprofits,curatorial asisstant,assistant to a curator,36599,0.0,USD,NaN,NaN,United States,Ohio,2 - 4 years,5-7 years,Master's degree,Woman,White
135,136,2021-04-27 11:23:56,25-34,"Accounting, Banking & Finance","Vice president, client advisor",Wealth management,105000,2500.0,USD,NaN,NaN,United States,Colorado,11 - 20 years,11 - 20 years,College degree,Woman,White
136,137,2021-04-27 11:24:05,35-44,Health care,Physician Assistant,Family practice,90000,0.0,USD,NaN,NaN,United States,North Carolina,8 - 10 years,2 - 4 years,Master's degree,Woman,White
137,138,2021-04-27 11:24:18,35-44,Computing or Tech,Director Front End Development,I lead a team of web developers/software engineers,149000,18000.0,USD,NaN,NaN,United States,District of Columbia,8 - 10 years,8 - 10 years,College degree,Woman,White
138,139,2021-04-27 11:24:19,25-34,Computing or Tech,"Director, Data Management",NaN,112000,20000.0,USD,NaN,NaN,United States,Indiana,8 - 10 years,2 - 4 years,College degree,Woman,White
139,140,2021-04-27 11:24:39,35-44,Government and Public Administration,Project Manager,NaN,77300,0.0,USD,NaN,NaN,United States,Virginia,11 - 20 years,8 - 10 years,Master's degree,Woman,White
140,141,2021-04-27 11:24:40,25-34,Government and Public Administration,Senior analyst,NaN,65000,0.0,USD,NaN,NaN,United States,New York,5-7 years,5-7 years,Master's degree,Woman,White
141,142,2021-04-27 11:24:43,25-34,Fire protection,Client Service Representative,NaN,70000,0.0,USD,NaN,I cover the entire state and can live anywhere in the state,United States,Florida,8 - 10 years,5-7 years,College degree,Woman,White
142,143,2021-04-27 11:24:46,35-44,"Accounting, Banking & Finance",Account executive,NaN,165000,0.0,USD,NaN,NaN,United States,Florida,11 - 20 years,11 - 20 years,College degree,Man,White
143,144,2021-04-27 11:24:46,45-54,Education (Higher Education),Supervisor of Student Activities,NaN,62672,0.0,USD,NaN,"Although benefits were not asked about in this survey, I wanted to mention that while my salary is on the low side for holding a Masters Degree, the benefits I receive are excellent. I receive 24 vacation days, 6 personal days, a year and 10 hours of sick time each month. We can carry over 80 hours a year, for a total of 232 hours of vacation time carry-over. Our workplace, until this year, fully funded our deductible for health insurance, though that has now been cut in half. The premium was lowered to help with this cost. We also receive 12% to our 3% in 401k contributions. We have a fairly good work-life balance, and though I have often thought I should seek employment with a higher salary, I like the culture of my workplace.",United States,Michigan,11 - 20 years,11 - 20 years,Master's degree,Woman,White
144,145,2021-04-27 11:24:54,25-34,Computing or Tech,"Product Policy Manager, Trust & Safety","""manager"" is a bit of a misnomer, as I have no direct reports",148000,18500.0,USD,NaN,Additional compensation in form of RSUs,United States,California,5-7 years,5-7 years,Master's degree,Non-binary,White
145,146,2021-04-27 11:25:04,35-44,Art & Design,Senior Product Designer,NaN,150000,7500.0,USD,NaN,The $7500 was a sign-on bonus,United States,California,11 - 20 years,5-7 years,Some college,Woman,Asian or Asian American
145,146,2021-04-27 11:25:04,35-44,Art & Design,Senior Product Designer,NaN,150000,7500.0,USD,NaN,The $7500 was a sign-on bonus,United States,California,11 - 20 years,5-7 years,Some college,Woman,White
146,147,2021-04-27 11:25:07,25-34,Business or Consulting,Senior Consultant,NaN,94000,0.0,USD,NaN,NaN,United States,Virginia,8 - 10 years,5-7 years,Master's degree,Man,Hispanic Latino or Spanish origin
146,147,2021-04-27 11:25:07,25-34,Business or Consulting,Senior Consultant,NaN,94000,0.0,USD,NaN,NaN,United States,Virginia,8 - 10 years,5-7 years,Master's degree,Man,White
147,148,2021-04-27 11:25:08,35-44,Insurance,Financial Analyst,NaN,65000,4000.0,USD,NaN,Salary + bonus,United States,Illinois,8 - 10 years,2 - 4 years,Master's degree,Woman,White
148,149,2021-04-27 11:25:16,25-34,Nonprofits,Development Associate,Fundraising and admin support,64000,0.0,USD,NaN,NaN,United States,District of Columbia,2 - 4 years,2 - 4 years,Master's degree,Woman,White
149,150,2021-04-27 11:25:18,35-44,Education (Higher Education),Director of Development,For a specific academic dept,110000,0.0,USD,NaN,NaN,United States,Massachusetts,5-7 years,5-7 years,PhD,Woman,White
150,151,2021-04-27 11:25:21,45-54,Education (Higher Education),Head of Library Collections,NaN,93000,0.0,USD,NaN,NaN,United States,Indiana,21 - 30 years,21 - 30 years,Master's degree,Woman,White
151,152,2021-04-27 11:25:22,55-64,Business or Consulting,Office Manager,NaN,60000,5000.0,USD,NaN,NaN,United States,New Jersey,31 - 40 years,31 - 40 years,Master's degree,Woman,White
152,153,2021-04-27 11:25:30,25-34,Oil & Gas,Pension Administrator,HR Retirement Plans Administrator,82000,8200.0,USD,NaN,NaN,United States,Oklahoma,8 - 10 years,5-7 years,College degree,Woman,White
153,154,2021-04-27 11:25:46,55-64,Computing or Tech,"Senior Director, Brand Marketing",NaN,190000,0.0,USD,NaN,NaN,United States,Massachusetts,31 - 40 years,31 - 40 years,College degree,Woman,White
154,155,2021-04-27 11:25:47,25-34,Education (Primary/Secondary),High School Teacher,NaN,65339,0.0,USD,NaN,NaN,United States,Ohio,8 - 10 years,8 - 10 years,College degree,Woman,White
155,156,2021-04-27 11:25:48,35-44,Property or Construction,Estimator/ Project Manger,NaN,75000,0.0,USD,NaN,NaN,United States,Florida,11 - 20 years,1 year or less,Master's degree,Woman,White
156,157,2021-04-27 11:25:57,25-34,Computing or Tech,Content Marketer,NaN,33500,2000.0,EUR,NaN,+ company car,Belgium,NaN,5-7 years,5-7 years,Master's degree,Man,White
157,158,2021-04-27 11:26:07,35-44,Engineering or Manufacturing,Process Engineer,NaN,75000,10000.0,USD,NaN,NaN,United States,Arizona,5-7 years,2 - 4 years,College degree,Woman,White
158,159,2021-04-27 11:26:20,35-44,Synthetic Chemical Manufacturing,Information Senior Scientist,Corporate/Research Librarian,103000,5000.0,USD,NaN,NaN,United States,Delaware,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer
159,160,2021-04-27 11:26:52,25-34,Nonprofits,Client Service Advocate,NaN,36500,0.0,USD,NaN,NaN,United States,New Hampshire,5-7 years,5-7 years,Master's degree,Non-binary,White
160,161,2021-04-27 11:26:52,35-44,"Accounting, Banking & Finance","Manager, Procurement Operations",NaN,113400,12000.0,USD,NaN,NaN,United States,California,11 - 20 years,2 - 4 years,Some college,Woman,Black or African American
160,161,2021-04-27 11:26:52,35-44,"Accounting, Banking & Finance","Manager, Procurement Operations",NaN,113400,12000.0,USD,NaN,NaN,United States,California,11 - 20 years,2 - 4 years,Some college,Woman,White
161,162,2021-04-27 11:26:58,35-44,Computing or Tech,Software Engineer,NaN,70662,0.0,USD,NaN,Income based on living in a lower COL area,United States,Texas,8 - 10 years,8 - 10 years,College degree,Woman,White
162,163,2021-04-27 11:27:20,35-44,Government and Public Administration,Attorney,NaN,130000,2500.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,11 - 20 years,PhD,Woman,White
163,164,2021-04-27 11:27:39,35-44,Computing or Tech,Instructional Designer,NaN,81000,0.0,USD,NaN,NaN,United States,Colorado,11 - 20 years,11 - 20 years,Master's degree,Woman,Native American or Alaska Native
163,164,2021-04-27 11:27:39,35-44,Computing or Tech,Instructional Designer,NaN,81000,0.0,USD,NaN,NaN,United States,Colorado,11 - 20 years,11 - 20 years,Master's degree,Woman,White
164,165,2021-04-27 11:27:40,25-34,Gambling,Commercial Finance Analyst,NaN,66820,6682.0,USD,NaN,"10% bonus for the year if sales are good. If sales are not, they'll change the % (last year it was 3%.",United States,Illinois,11 - 20 years,2 - 4 years,College degree,Woman,White
165,166,2021-04-27 11:27:42,18-24,Education (Higher Education),Editor,I copy-edit short course material.,216000,0.0,ZAR,NaN,NaN,South Africa,NaN,2 - 4 years,2 - 4 years,Some college,Woman,Asian or Asian American
166,167,2021-04-27 11:27:48,25-34,"Marketing, Advertising & PR",Content Manager & Copywriter,"Part project management, part copywriting",62000,0.0,USD,NaN,NaN,United States,Vermont,8 - 10 years,8 - 10 years,Master's degree,Woman,White
167,168,2021-04-27 11:28:03,25-34,Media & Digital,Managing Editor,NaN,35500,2000.0,USD,NaN,NaN,United States,Michigan,5-7 years,2 - 4 years,College degree,Woman,White
168,169,2021-04-27 11:29:03,35-44,Government and Public Administration,Communications specialist,NaN,65000,0.0,CAD,NaN,NaN,Canada,NaN,11 - 20 years,11 - 20 years,College degree,Woman,White
169,170,2021-04-27 11:29:13,25-34,Sales,Sales Administrative Assistant,Also act as company Travel Coordinator,51500,0.0,USD,NaN,NaN,United States,Texas,8 - 10 years,8 - 10 years,College degree,Woman,White
170,171,2021-04-27 11:29:18,65 or over,Law,Of Counsel,NaN,200000,0.0,USD,NaN,NaN,United States,California,31 - 40 years,11 - 20 years,Master's degree,Woman,White
171,172,2021-04-27 11:29:27,25-34,Business or Consulting,Senior Associate,Strategy consulting,168000,27000.0,USD,NaN,NaN,United States,Massachusetts,8 - 10 years,5-7 years,Master's degree,Woman,White
172,173,2021-04-27 11:29:37,35-44,Health care,Patient Access Representative II,Admitting,38000,3000.0,USD,NaN,NaN,United States,Texas,8 - 10 years,5-7 years,College degree,Woman,White
173,174,2021-04-27 11:29:48,25-34,Education (Higher Education),Project Coordinator,For public health outreach campaigns,62000,0.0,USD,NaN,NaN,United States,New Jersey,5-7 years,5-7 years,Master's degree,Woman,White
174,175,2021-04-27 11:29:49,25-34,"Accounting, Banking & Finance",Senior Accountant,NaN,59500,0.0,USD,NaN,NaN,United States,NaN,5-7 years,5-7 years,Master's degree,Woman,White
175,176,2021-04-27 11:29:49,45-54,Computing or Tech,Senior System Engineer,Job is a fancy title for a senior field technician. I am an onsite computer tech.,62000,4500.0,USD,NaN,additional income includes mileage/parking reimbursement,United States,Minnesota,21 - 30 years,11 - 20 years,College degree,Man,White
176,177,2021-04-27 11:30:02,65 or over,Computing or Tech,product support,NaN,68300,5000.0,USD,NaN,NaN,United States,Illinois,41 years or more,21 - 30 years,Some college,Woman,White
177,178,2021-04-27 11:30:02,45-54,Health care,Data Analyst,NaN,92000,0.0,USD,NaN,NaN,United States,Michigan,11 - 20 years,11 - 20 years,Master's degree,Woman,White
178,179,2021-04-27 11:30:15,45-54,Health care,Statistical Programmer II,NaN,87000,0.0,USD,NaN,NaN,United States,Michigan,21 - 30 years,11 - 20 years,College degree,Woman,White
179,180,2021-04-27 11:30:19,35-44,Media & Digital,"Manager, Digital Operations",Manage digital operations for advertising on our site,70800,0.0,USD,NaN,NaN,United States,California,11 - 20 years,5-7 years,College degree,Woman,White
180,181,2021-04-27 11:30:29,35-44,Education (Primary/Secondary),Teacher,NaN,48000,1000.0,USD,NaN,I also get free housing,United States,New Hampshire,11 - 20 years,11 - 20 years,Master's degree,Man,Hispanic Latino or Spanish origin
180,181,2021-04-27 11:30:29,35-44,Education (Primary/Secondary),Teacher,NaN,48000,1000.0,USD,NaN,I also get free housing,United States,New Hampshire,11 - 20 years,11 - 20 years,Master's degree,Man,White
181,182,2021-04-27 11:30:46,18-24,Business or Consulting,Associate Consultant,NaN,50000,0.0,USD,NaN,"In theory there is a bonus, but I has not paid out in years.",United States,Pennsylvania,2 - 4 years,2 - 4 years,College degree,Woman,White
182,183,2021-04-27 11:30:51,25-34,Nonprofits,Head of Outreach and Community Experience,Community Librarian/Head of Adult Programs,64000,0.0,USD,NaN,"Salaries vary wildly by state. In a role one step down in AR, I made $21k. I now live in MA. An equivalent role in AR to my current one in MA averages $35k.",United States,Massachusetts,8 - 10 years,8 - 10 years,Master's degree,Woman,White
183,184,2021-04-27 11:30:56,45-54,"Accounting, Banking & Finance",Compliance Analyst,NaN,85000,0.0,USD,NaN,NaN,United States,Colorado,21 - 30 years,11 - 20 years,College degree,Woman,White
184,185,2021-04-27 11:31:14,25-34,Education (Higher Education),Director of Student Engagement,NaN,50000,0.0,USD,NaN,NaN,United States,Kansas,5-7 years,2 - 4 years,Master's degree,Woman,White
185,186,2021-04-27 11:31:34,18-24,Law Enforcement & Security,Library Assistant,NaN,49000,1000.0,USD,NaN,NaN,United States,Massachusetts,2 - 4 years,2 - 4 years,College degree,Woman,White
186,187,2021-04-27 11:31:41,25-34,Nonprofits,Wetland Biologist,NaN,62000,1800.0,USD,NaN,NaN,United States,New York,5-7 years,5-7 years,Master's degree,Man,White
187,188,2021-04-27 11:31:47,35-44,Education (Higher Education),Career Counselor,NaN,68000,8000.0,USD,NaN,NaN,United States,Michigan,11 - 20 years,11 - 20 years,Master's degree,Woman,White
188,189,2021-04-27 11:31:51,35-44,Business or Consulting,Senior Associate,Policy consultant,90000,10000.0,USD,NaN,NaN,United States,District of Columbia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
189,190,2021-04-27 11:31:51,35-44,Media & Digital,Staff writer,Reporter/journalist,40000,0.0,USD,NaN,NaN,United States,NaN,8 - 10 years,1 year or less,Master's degree,Woman,White
190,191,2021-04-27 11:31:55,35-44,Health care,Bookkeeper,NaN,42640,1000.0,USD,NaN,NaN,United States,Kentucky,11 - 20 years,5-7 years,College degree,Woman,White
191,192,2021-04-27 11:32:01,45-54,Nonprofits,Manager,Kind of a business operations manager,106080,4000.0,USD,NaN,"Bonus amount varies year to year, from 0 to 7%, depending on goals being met",United States,Arizona,21 - 30 years,11 - 20 years,Master's degree,Woman,Middle Eastern or Northern African
191,192,2021-04-27 11:32:01,45-54,Nonprofits,Manager,Kind of a business operations manager,106080,4000.0,USD,NaN,"Bonus amount varies year to year, from 0 to 7%, depending on goals being met",United States,Arizona,21 - 30 years,11 - 20 years,Master's degree,Woman,White
192,193,2021-04-27 11:32:51,25-34,Engineering or Manufacturing,Project Manager,NaN,82000,12000.0,EUR,NaN,NaN,Germany,NaN,11 - 20 years,11 - 20 years,Master's degree,Woman,White
193,194,2021-04-27 11:32:55,55-64,Education (Primary/Secondary),Secretary,NaN,34000,0.0,USD,NaN,NaN,United States,NaN,11 - 20 years,5-7 years,NaN,Woman,White
194,195,2021-04-27 11:32:56,35-44,"Accounting, Banking & Finance",Social media & content executive,NaN,25000,0.0,GBP,NaN,NaN,United Kingdom,NaN,11 - 20 years,2 - 4 years,College degree,Woman,White
195,196,2021-04-27 11:33:04,35-44,Education (Higher Education),Operations Supervisor,Warehouse supervisor,57360,0.0,USD,NaN,NaN,United States,Michigan,11 - 20 years,11 - 20 years,Master's degree,Woman,White
196,197,2021-04-27 11:33:07,25-34,"Accounting, Banking & Finance",Redovisningsekonom,NaN,396000,0.0,SEK,NaN,NaN,Sweden,NaN,5-7 years,2 - 4 years,College degree,Woman,White
197,198,2021-04-27 11:33:14,25-34,"Marketing, Advertising & PR",Communications Coordinator,NaN,42000,2500.0,USD,NaN,NaN,United States,Louisiana,5-7 years,2 - 4 years,College degree,Woman,White
198,199,2021-04-27 11:33:16,35-44,Computing or Tech,Salesforce Solution Architect,NaN,165000,24000.0,USD,NaN,NaN,United States,North Carolina,11 - 20 years,8 - 10 years,College degree,Woman,White
199,200,2021-04-27 11:33:24,25-34,Transport or Logistics,Associate Capital Program Analyst,NaN,80700,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,5-7 years,Master's degree,Man,Hispanic Latino or Spanish origin
199,200,2021-04-27 11:33:24,25-34,Transport or Logistics,Associate Capital Program Analyst,NaN,80700,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,5-7 years,Master's degree,Man,White
200,201,2021-04-27 11:33:27,25-34,Engineering or Manufacturing,Engineering manager,"Focus on mechanical engineering, robotics",98000,0.0,USD,NaN,NaN,United States,Virginia,8 - 10 years,8 - 10 years,Master's degree,Woman,White
201,202,2021-04-27 11:33:31,45-54,Education (Primary/Secondary),HR Coordinator,NaN,61000,0.0,USD,NaN,NaN,United States,Massachusetts,21 - 30 years,21 - 30 years,College degree,Woman,White
